age,workclass,education,marital-status,occupation,gender,hours-per-week,salary
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Female,24,59456
36,Private,11th,Divorced,Transport-moving,Female,40,39904
33,Private,HS-grad,Married-civ-spouse,Adm-clerical,Female,40,54729
19,Private,HS-grad,Never-married,Handlers-cleaners,Male,70,41448
22,?,Assoc-acdm,Never-married,?,Male,25,24767
42,Federal-gov,10th,Married-civ-spouse,Adm-clerical,Male,40,39092
50,Private,10th,Married-civ-spouse,Transport-moving,Male,40,76572
30,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,30,44851
37,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Male,40,25541
54,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,40,107485
52,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Male,40,42089
65,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Male,40,24798
33,Private,HS-grad,Divorced,Craft-repair,Female,40,30055
25,Private,Some-college,Never-married,Tech-support,Male,40,36423
24,Private,Bachelors,Never-married,Sales,Male,45,31348
26,Private,Assoc-voc,Separated,Adm-clerical,Female,40,27506
39,Private,HS-grad,Separated,Adm-clerical,Male,40,96600
59,Private,HS-grad,Divorced,Other-service,Female,40,23505
29,Private,Some-college,Never-married,Adm-clerical,Female,40,20751
47,Private,11th,Never-married,Other-service,Female,45,20920
23,?,Some-college,Never-married,?,Female,35,34002
64,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Male,50,21496
21,Private,HS-grad,Never-married,Other-service,Male,20,26591
32,Private,Some-college,Married-civ-spouse,Adm-clerical,Female,40,102722
26,Private,HS-grad,Never-married,Exec-managerial,Female,37,47617
19,?,Some-college,Never-married,?,Female,20,25728
62,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Male,40,45349
32,Private,Bachelors,Married-civ-spouse,Craft-repair,Male,55,81895
75,?,10th,Married-spouse-absent,?,Female,5,23757
45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,60,41055
31,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,50,84027
32,Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,40,46973
24,Private,Bachelors,Married-civ-spouse,Sales,Male,40,35437
25,Private,Bachelors,Never-married,Sales,Female,40,38562
41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,60,29679
18,Private,Some-college,Never-married,Sales,Female,20,45949
44,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,55,62222
40,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,50,32994
27,Private,Bachelors,Never-married,Prof-specialty,Male,40,24119
23,Private,Bachelors,Never-married,Adm-clerical,Male,40,34244
21,Private,Some-college,Never-married,Adm-clerical,Male,40,25135
37,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Male,40,47497
65,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,48,26030
43,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Male,40,74649
45,Private,HS-grad,Never-married,Adm-clerical,Male,44,40280
24,State-gov,Bachelors,Never-married,Exec-managerial,Female,40,41657
24,Private,Some-college,Never-married,Machine-op-inspct,Male,42,36046
19,Local-gov,Some-college,Never-married,Protective-serv,Male,35,30575
37,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,65,114363
24,Private,HS-grad,Never-married,Adm-clerical,Female,35,43090
34,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,40,40078
50,State-gov,HS-grad,Married-civ-spouse,Other-service,Female,39,40271
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,47421
39,Private,Bachelors,Married-civ-spouse,Sales,Male,60,45896
44,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Male,38,27756
45,State-gov,HS-grad,Married-civ-spouse,Other-service,Male,40,31244
32,State-gov,11th,Never-married,Protective-serv,Male,40,31899
47,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Male,40,73840
50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,37040
32,Private,Assoc-voc,Married-civ-spouse,Other-service,Male,40,28889
19,Private,HS-grad,Never-married,Handlers-cleaners,Male,40,40167
19,?,Some-college,Never-married,?,Female,20,47618
28,State-gov,Masters,Divorced,Prof-specialty,Male,10,20048
28,Private,HS-grad,Divorced,Sales,Male,50,35794
39,Federal-gov,Masters,Never-married,Prof-specialty,Male,40,108253
21,Private,Some-college,Never-married,Other-service,Male,40,21583
73,Self-emp-not-inc,Some-college,Widowed,Farming-fishing,Female,75,28328
39,Private,7th-8th,Married-civ-spouse,Other-service,Male,40,42469
25,Private,Some-college,Never-married,Machine-op-inspct,Male,40,31054
31,Private,Some-college,Married-AF-spouse,Sales,Female,20,46831
51,Private,Some-college,Divorced,Sales,Female,32,32363
39,Private,Bachelors,Married-civ-spouse,Adm-clerical,Female,28,21903
31,Private,Bachelors,Divorced,Handlers-cleaners,Male,40,20280
21,Private,Some-college,Never-married,Sales,Male,17,20741
46,Private,Bachelors,Divorced,Exec-managerial,Male,50,93885
73,Private,HS-grad,Divorced,Exec-managerial,Female,35,41266
41,Private,HS-grad,Divorced,Craft-repair,Male,40,31914
20,Private,HS-grad,Never-married,Transport-moving,Male,40,22713
27,Private,Assoc-acdm,Never-married,Other-service,Male,30,35847
24,Private,Bachelors,Never-married,Prof-specialty,Male,35,29599
20,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,28325
39,Private,Assoc-voc,Never-married,Machine-op-inspct,Male,40,41192
27,Private,Bachelors,Never-married,Handlers-cleaners,Male,28,35494
33,Private,11th,Married-civ-spouse,Sales,Male,60,22239
33,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,40,32620
36,State-gov,9th,Married-civ-spouse,Craft-repair,Male,40,45690
55,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,36,26777
19,Private,Some-college,Never-married,Machine-op-inspct,Male,40,24903
35,Private,HS-grad,Never-married,Exec-managerial,Male,60,33891
34,Private,5th-6th,Never-married,Machine-op-inspct,Male,40,48374
62,State-gov,Prof-school,Divorced,Prof-specialty,Female,35,44230
33,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Male,40,55382
39,Private,9th,Married-civ-spouse,Craft-repair,Male,55,35936
36,Local-gov,Some-college,Married-civ-spouse,Tech-support,Male,40,26885
41,Private,Bachelors,Divorced,Adm-clerical,Female,33,38061
39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,60,30140
38,?,HS-grad,Married-civ-spouse,?,Female,10,104274
18,Private,HS-grad,Never-married,Adm-clerical,Female,10,33746
61,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,45,64902
20,Federal-gov,Assoc-voc,Never-married,Adm-clerical,Female,36,30151
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Male,65,51429
27,Private,HS-grad,Never-married,Machine-op-inspct,Male,40,37610
66,Private,10th,Widowed,Other-service,Female,38,40651
21,Private,HS-grad,Never-married,Transport-moving,Male,40,30540
20,Private,Some-college,Never-married,Other-service,Female,18,26111
34,Private,Some-college,Divorced,Adm-clerical,Male,40,33204
63,Private,5th-6th,Never-married,Priv-house-serv,Female,50,43693
20,?,HS-grad,Never-married,?,Male,40,46545
31,Private,HS-grad,Separated,Tech-support,Female,40,40107
41,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,60,31079
64,State-gov,1st-4th,Married-civ-spouse,Farming-fishing,Male,45,29877
32,Private,Bachelors,Never-married,Exec-managerial,Female,40,32051
30,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Male,50,119794
36,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Male,72,37769
22,Private,Some-college,Never-married,Farming-fishing,Male,12,39319
53,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Male,50,25589
50,Private,HS-grad,Widowed,Adm-clerical,Female,40,24196
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,48212
41,Self-emp-inc,11th,Married-civ-spouse,Exec-managerial,Male,40,33673
55,Private,Bachelors,Never-married,Exec-managerial,Female,35,21798
38,Private,Bachelors,Married-civ-spouse,Sales,Male,50,87458
28,Private,Bachelors,Never-married,Exec-managerial,Male,50,45571
24,Local-gov,Bachelors,Never-married,Prof-specialty,Female,37,41689
60,Private,Some-college,Divorced,Adm-clerical,Female,40,48345
54,Private,10th,Married-civ-spouse,Other-service,Male,40,36722
27,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,60,33538
30,Private,Masters,Married-civ-spouse,Prof-specialty,Female,30,30265
54,Private,HS-grad,Widowed,Transport-moving,Male,45,23074
44,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,92450
52,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,60,59573
18,Private,11th,Never-married,Other-service,Male,20,36552
55,Private,7th-8th,Married-civ-spouse,Transport-moving,Male,50,46662
35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,50,107528
37,Private,Bachelors,Divorced,Exec-managerial,Female,40,77030
22,Private,Some-college,Never-married,Adm-clerical,Female,40,44700
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,45,79229
38,Private,Bachelors,Married-civ-spouse,Farming-fishing,Male,60,48291
48,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,40491
35,Private,Assoc-voc,Married-civ-spouse,Other-service,Male,40,38445
21,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,50,31072
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,60,105919
18,Private,11th,Never-married,Sales,Male,25,27785
26,Private,10th,Divorced,Machine-op-inspct,Male,35,26285
48,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Male,50,41379
51,Private,Some-college,Separated,Adm-clerical,Male,40,55802
52,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,30352
32,State-gov,Bachelors,Married-civ-spouse,Farming-fishing,Male,40,71099
39,Self-emp-not-inc,Bachelors,Married-civ-spouse,Other-service,Male,60,38059
51,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,80292
54,Private,Bachelors,Married-civ-spouse,Sales,Male,50,30532
21,Private,Some-college,Never-married,Prof-specialty,Female,25,48060
43,Private,HS-grad,Separated,Adm-clerical,Female,40,34837
32,Private,Some-college,Never-married,Adm-clerical,Female,40,36661
31,State-gov,Masters,Married-civ-spouse,Prof-specialty,Male,35,93398
73,?,HS-grad,Married-civ-spouse,?,Male,8,24883
26,Private,Some-college,Never-married,Adm-clerical,Male,60,39985
35,Private,HS-grad,Never-married,Craft-repair,Male,40,45872
73,Private,5th-6th,Married-civ-spouse,Exec-managerial,Male,54,102322
25,Self-emp-not-inc,Bachelors,Never-married,Sales,Female,40,44139
58,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Male,65,41331
32,Private,HS-grad,Separated,Other-service,Female,37,30486
28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,41251
41,Self-emp-not-inc,Masters,Never-married,Sales,Female,30,44505
53,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,48,45318
49,Private,HS-grad,Separated,Adm-clerical,Female,35,27808
55,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,95148
29,Private,Some-college,Married-civ-spouse,Adm-clerical,Female,50,84485
28,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Male,80,37596
44,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,45,22313
41,Private,Masters,Married-civ-spouse,Exec-managerial,Male,45,94300
26,Private,Assoc-voc,Married-civ-spouse,Sales,Male,45,93831
23,Private,HS-grad,Married-civ-spouse,Sales,Male,40,90584
37,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Female,40,116758
23,Private,Bachelors,Never-married,Prof-specialty,Male,50,82227
33,Private,Some-college,Never-married,Other-service,Female,40,47549
44,Private,HS-grad,Never-married,Craft-repair,Male,40,61422
21,Private,Some-college,Never-married,Protective-serv,Male,30,27917
36,Private,11th,Married-civ-spouse,Exec-managerial,Male,40,36501
44,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Male,40,26384
23,Private,HS-grad,Never-married,Other-service,Female,40,37824
26,Private,HS-grad,Divorced,Exec-managerial,Male,40,47223
32,Private,5th-6th,Never-married,Other-service,Male,40,41772
31,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Male,40,99952
50,Local-gov,HS-grad,Separated,Exec-managerial,Female,35,46274
18,Self-emp-inc,Some-college,Never-married,Adm-clerical,Female,20,42226
49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,50,111968
59,Private,HS-grad,Divorced,Other-service,Female,40,25100
38,Private,HS-grad,Separated,Machine-op-inspct,Female,28,38540
50,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Male,55,24658
51,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Male,55,21077
22,Private,Some-college,Never-married,Machine-op-inspct,Male,35,41474
54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Female,40,86639
37,Private,HS-grad,Never-married,Transport-moving,Male,40,37567
31,Private,Bachelors,Widowed,Adm-clerical,Male,60,39092
67,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,37951
43,?,11th,Separated,?,Male,40,28630
21,Private,Some-college,Never-married,Exec-managerial,Female,40,20861
30,Private,HS-grad,Never-married,Adm-clerical,Female,40,35333
32,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Male,50,29458
36,Private,Assoc-voc,Never-married,Craft-repair,Male,40,20251
33,Local-gov,Bachelors,Never-married,Adm-clerical,Male,40,46258
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,56,26921
29,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,48,118549
18,?,Some-college,Never-married,?,Male,30,39237
26,Private,Some-college,Never-married,Sales,Male,40,32228
51,Private,7th-8th,Married-civ-spouse,Prof-specialty,Male,40,27648
39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,44943
18,Private,HS-grad,Never-married,Other-service,Male,30,35446
52,Private,12th,Married-civ-spouse,Machine-op-inspct,Male,40,21357
31,Private,Some-college,Married-civ-spouse,Farming-fishing,Male,40,29333
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,53,82684
38,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,38,41936
21,Private,Assoc-acdm,Never-married,Sales,Female,35,42364
33,Private,HS-grad,Separated,Handlers-cleaners,Male,40,46477
39,Private,Some-college,Divorced,Craft-repair,Male,40,39002
31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,21891
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,50,92503
64,?,Bachelors,Married-civ-spouse,?,Male,10,41926
33,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,45,99061
49,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,60,36295
41,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,39480
55,Self-emp-not-inc,Some-college,Divorced,Machine-op-inspct,Male,40,23102
52,Private,Some-college,Divorced,Adm-clerical,Female,37,25498
42,Private,Bachelors,Divorced,Prof-specialty,Male,40,32608
24,Private,Some-college,Never-married,Adm-clerical,Female,30,29129
42,Private,HS-grad,Married-spouse-absent,Adm-clerical,Male,52,20740
41,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,94416
35,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,23401
71,?,5th-6th,Married-civ-spouse,?,Male,10,29735
54,Federal-gov,Masters,Divorced,Exec-managerial,Male,42,64420
24,Private,5th-6th,Never-married,Handlers-cleaners,Male,40,24930
59,?,HS-grad,Widowed,?,Female,40,30376
30,?,11th,Never-married,?,Female,40,36233
57,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Female,40,65690
58,State-gov,Masters,Married-civ-spouse,Exec-managerial,Male,40,92536
32,Private,HS-grad,Never-married,Other-service,Male,40,46347
22,Private,HS-grad,Never-married,Sales,Female,25,23475
20,Private,HS-grad,Divorced,Other-service,Female,25,39602
60,?,Bachelors,Married-civ-spouse,?,Male,40,25017
51,Private,HS-grad,Divorced,Prof-specialty,Female,40,34885
26,Local-gov,HS-grad,Never-married,Adm-clerical,Female,20,28033
33,Private,11th,Married-civ-spouse,Craft-repair,Male,40,28455
19,Private,10th,Never-married,Sales,Female,40,32649
50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Female,20,55504
32,Private,HS-grad,Married-civ-spouse,Sales,Male,40,31931
51,Local-gov,Bachelors,Married-civ-spouse,Transport-moving,Male,40,54271
18,Private,Some-college,Never-married,Sales,Female,20,25153
35,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Male,50,67279
22,?,Some-college,Divorced,?,Male,25,36228
46,Private,HS-grad,Divorced,Craft-repair,Male,55,33618
37,Private,HS-grad,Divorced,Sales,Male,45,41355
45,Private,Some-college,Married-civ-spouse,Adm-clerical,Female,20,63368
63,Private,9th,Married-civ-spouse,Handlers-cleaners,Male,32,29548
53,Private,HS-grad,Never-married,Other-service,Male,10,27865
24,Private,HS-grad,Never-married,Adm-clerical,Female,40,42870
65,?,11th,Married-civ-spouse,?,Male,29,32763
43,Private,Assoc-acdm,Never-married,Prof-specialty,Female,32,115378
47,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,44601
41,Private,HS-grad,Never-married,Exec-managerial,Female,40,32025
27,Private,HS-grad,Divorced,Machine-op-inspct,Male,40,46850
35,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,75,24031
19,Private,Some-college,Never-married,Adm-clerical,Female,24,42432
47,Private,Some-college,Separated,Other-service,Female,35,28775
25,Federal-gov,Bachelors,Never-married,Adm-clerical,Female,40,43618
59,Local-gov,Prof-school,Married-civ-spouse,Exec-managerial,Male,40,86505
28,Private,10th,Never-married,Machine-op-inspct,Female,40,44109
17,Private,10th,Never-married,Sales,Female,20,20250
21,Private,Some-college,Never-married,Exec-managerial,Male,50,33454
31,Private,HS-grad,Divorced,Sales,Female,40,36364
49,Private,HS-grad,Divorced,Handlers-cleaners,Female,40,48120
48,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,50,58703
60,Self-emp-not-inc,Doctorate,Divorced,Sales,Male,20,37641
33,Self-emp-not-inc,12th,Never-married,Transport-moving,Male,40,38586
